filename,participant_id,category,age,transformed_ink,source_ink,ink_added,incorrect
S63_age4_House_trial006.png,S63,house,7,0.179,0.115,0.064,0
S24_age2_Cup_trial014.png,S24,cup,5,0.179,0.039,0.14,0
S113_age6_Cat_trial006.png,S113,cat,9,0.179,0.039,0.14,0
S107_age6_Car_trial009.png,S107,car,9,0.179,0.044,0.135,0
S39_age2_Tree_trial013.png,S39,tree,5,0.179,0.018,0.161,0
S60_age3_Bicycle_trial015.png,S60,bike,6,0.179,0.059,0.12,0
S87_age5_Bicycle_trial015.png,S87,bike,8,0.179,0.027,0.153,0
S10_age1_Bicycle_trial007.png,S10,bike,4,0.178,0.028,0.149,0
S91_age5_House_trial014.png,S91,house,8,0.178,0.063,0.115,0
S56_age3_Chair_trial010.png,S56,chair,6,0.177,0.034,0.143,0
S92_age5_Bird_trial012.png,S92,bird,8,0.177,0.033,0.144,0
S27_age2_Car_trial016.png,S27,car,5,0.177,0.038,0.139,0
S33_age2_Chair_trial013.png,S33,chair,5,0.177,0.029,0.148,0
S101_age6_Rabbit_trial006.png,S101,rabbit,9,0.177,0.045,0.132,0
S36_age2_Hat_trial009.png,S36,hat,5,0.176,0.039,0.138,0
S90_age5_Chair_trial011.png,S90,chair,8,0.176,0.065,0.112,0
S108_age6_Watch_trial010.png,S108,watch,9,0.175,0.045,0.13,0
S32_age2_Watch_trial007.png,S32,watch,5,0.174,0.026,0.148,0
S1_age1_Rabbit_trial010.png,S1,rabbit,4,0.174,0.066,0.109,0
S59_age3_Cat_trial008.png,S59,cat,6,0.174,0.045,0.129,0
S115_age6_Bicycle_trial008.png,S115,bike,9,0.174,0.062,0.111,0
S61_age4_Cup_trial016.png,S61,cup,7,0.174,0.041,0.133,0
S22_age2_Bird_trial011.png,S22,bird,5,0.174,0.034,0.141,0
S42_age3_Hat_trial012.png,S42,hat,6,0.174,0.024,0.149,0
S97_age5_Tree_trial016.png,S97,tree,8,0.173,0.039,0.134,0
S27_age2_Bicycle_trial006.png,S27,bike,5,0.173,0.042,0.131,0
S77_age4_Chair_trial010.png,S77,chair,7,0.173,0.033,0.14,0
S43_age3_Cup_trial013.png,S43,cup,6,0.173,0.044,0.129,0
S57_age3_Cat_trial008.png,S57,cat,6,0.173,0.014,0.159,0
S87_age5_Rabbit_trial013.png,S87,rabbit,8,0.172,0.034,0.138,0
S108_age6_Hat_trial006.png,S108,hat,9,0.172,0.022,0.15,0
S25_age2_Rabbit_trial013.png,S25,rabbit,5,0.172,0.029,0.143,0
S54_age3_Bird_trial010.png,S54,bird,6,0.171,0.043,0.128,0
S111_age6_Chair_trial005.png,S111,chair,9,0.171,0.074,0.097,0
S72_age4_Airplane_trial005.png,S72,airplane,7,0.171,0.03,0.141,0
S74_age4_Rabbit_trial008.png,S74,rabbit,7,0.17,0.031,0.139,0
S29_age2_Rabbit_trial013.png,S29,rabbit,5,0.17,0.045,0.125,0
S55_age3_Bicycle_trial006.png,S55,bike,6,0.17,0.023,0.147,0
S119_age6_Car_trial010.png,S119,car,9,0.17,0.06,0.11,0
S99_age5_House_trial010.png,S99,house,8,0.17,0.052,0.118,0
S26_age2_Rabbit_trial013.png,S26,rabbit,5,0.17,0.027,0.143,0
S77_age4_Watch_trial013.png,S77,watch,7,0.17,0.03,0.14,0
S20_age1_House_trial010.png,S20,house,4,0.169,0.02,0.15,0
S101_age6_Car_trial013.png,S101,car,9,0.169,0.045,0.124,0
S31_age2_Cat_trial009.png,S31,cat,5,0.168,0.04,0.127,0
S104_age6_Watch_trial005.png,S104,watch,9,0.168,0.051,0.117,0
S2_age1_Car_trial016.png,S2,car,4,0.168,0.033,0.135,0
S18_age1_Bird_trial013.png,S18,bird,4,0.168,0.028,0.14,0
S17_age1_Bicycle_trial006.png,S17,bike,4,0.168,0.068,0.1,0
S55_age3_Airplane_trial014.png,S55,airplane,6,0.167,0.032,0.135,0
S29_age2_Hat_trial015.png,S29,hat,5,0.167,0.042,0.125,0
S113_age6_Tree_trial010.png,S113,tree,9,0.167,0.07,0.097,0
S23_age2_Watch_trial007.png,S23,watch,5,0.167,0.047,0.12,0
S18_age1_Cat_trial010.png,S18,cat,4,0.167,0.021,0.146,0
S97_age5_House_trial011.png,S97,house,8,0.167,0.04,0.126,0
S89_age5_Bicycle_trial011.png,S89,bike,8,0.167,0.048,0.12,0
S6_age1_Airplane_trial007.png,S6,airplane,4,0.167,0.023,0.143,0
S120_age6_Chair_trial016.png,S120,chair,9,0.166,0.029,0.136,0
S98_age5_Airplane_trial016.png,S98,airplane,8,0.166,0.043,0.122,0
S79_age4_Bicycle_trial013.png,S79,bike,7,0.166,0.029,0.137,0
S70_age4_Hat_trial014.png,S70,hat,7,0.165,0.03,0.135,0
S120_age6_Watch_trial014.png,S120,watch,9,0.165,0.032,0.134,0
S1_age1_Airplane_trial007.png,S1,airplane,4,0.165,0.054,0.111,0
S120_age6_Tree_trial013.png,S120,tree,9,0.165,0.029,0.136,0
S83_age5_Cup_trial011.png,S83,cup,8,0.165,0.051,0.114,0
S101_age6_Cat_trial011.png,S101,cat,9,0.165,0.045,0.12,0
S41_age3_Cat_trial011.png,S41,cat,6,0.165,0.046,0.119,0
S28_age2_Airplane_trial006.png,S28,airplane,5,0.165,0.032,0.133,0
S78_age4_Rabbit_trial015.png,S78,rabbit,7,0.165,0.06,0.104,0
S90_age5_Cup_trial008.png,S90,cup,8,0.164,0.053,0.111,0
S92_age5_Airplane_trial006.png,S92,airplane,8,0.164,0.071,0.093,0
S109_age6_Car_trial014.png,S109,car,9,0.164,0.065,0.098,0
S29_age2_Bird_trial006.png,S29,bird,5,0.164,0.037,0.127,0
S62_age4_Bird_trial010.png,S62,bird,7,0.164,0.042,0.123,0
S80_age4_House_trial005.png,S80,house,7,0.164,0.047,0.117,0
S85_age5_Rabbit_trial010.png,S85,rabbit,8,0.164,0.045,0.119,0
S112_age6_House_trial007.png,S112,house,9,0.163,0.068,0.095,0
S105_age6_Rabbit_trial012.png,S105,rabbit,9,0.163,0.035,0.128,0
S64_age4_Chair_trial012.png,S64,chair,7,0.163,0.036,0.126,0
S116_age6_Tree_trial006.png,S116,tree,9,0.163,0.047,0.115,0
S22_age2_Cat_trial005.png,S22,cat,5,0.163,0.039,0.124,0
S73_age4_Bird_trial008.png,S73,bird,7,0.162,0.045,0.117,0
S93_age5_Bicycle_trial013.png,S93,bike,8,0.162,0.08,0.082,0
S12_age1_Cat_trial011.png,S12,cat,4,0.162,0.05,0.112,0
S33_age2_Airplane_trial005.png,S33,airplane,5,0.162,0.035,0.127,0
S70_age4_Car_trial011.png,S70,car,7,0.162,0.054,0.108,0
S88_age5_Cup_trial012.png,S88,cup,8,0.161,0.039,0.122,0
S64_age4_Bird_trial005.png,S64,bird,7,0.161,0.041,0.12,0
S116_age6_Rabbit_trial016.png,S116,rabbit,9,0.16,0.041,0.119,0
S97_age5_Chair_trial009.png,S97,chair,8,0.16,0.019,0.141,0
S80_age4_Cat_trial012.png,S80,cat,7,0.16,0.043,0.117,0
S60_age3_Cup_trial007.png,S60,cup,6,0.16,0.054,0.106,0
S25_age2_Bird_trial008.png,S25,bird,5,0.159,0.044,0.115,0
S75_age4_Tree_trial015.png,S75,tree,7,0.159,0.047,0.112,0
S17_age1_Cup_trial014.png,S17,cup,4,0.159,0.052,0.107,0
S80_age4_Watch_trial015.png,S80,watch,7,0.159,0.056,0.103,0
S97_age5_Car_trial014.png,S97,car,8,0.159,0.041,0.118,0
S20_age1_Bird_trial005.png,S20,bird,4,0.159,0.02,0.139,0
S97_age5_Bicycle_trial006.png,S97,bike,8,0.158,0.032,0.126,0
S22_age2_Tree_trial014.png,S22,tree,5,0.158,0.028,0.13,0
S35_age2_Cup_trial010.png,S35,cup,5,0.158,0.043,0.115,0
S107_age6_Tree_trial010.png,S107,tree,9,0.158,0.019,0.139,0
S102_age6_Watch_trial009.png,S102,watch,9,0.157,0.061,0.095,0
S46_age3_Airplane_trial006.png,S46,airplane,6,0.157,0.044,0.113,0
S44_age3_Rabbit_trial016.png,S44,rabbit,6,0.157,0.041,0.116,0
S101_age6_Hat_trial008.png,S101,hat,9,0.157,0.033,0.125,0
S20_age1_Bicycle_trial015.png,S20,bike,4,0.157,0.025,0.132,0
S79_age4_Rabbit_trial014.png,S79,rabbit,7,0.157,0.03,0.128,0
S2_age1_Tree_trial009.png,S2,tree,4,0.157,0.027,0.13,0
S24_age2_Rabbit_trial011.png,S24,rabbit,5,0.157,0.033,0.124,0
S49_age3_Tree_trial014.png,S49,tree,6,0.157,0.031,0.126,0
S37_age2_Watch_trial005.png,S37,watch,5,0.156,0.026,0.129,0
S3_age1_Tree_trial015.png,S3,tree,4,0.156,0.012,0.144,0
S2_age1_Chair_trial005.png,S2,chair,4,0.156,0.032,0.125,0
S43_age3_Rabbit_trial015.png,S43,rabbit,6,0.156,0.058,0.098,0
S28_age2_Bicycle_trial005.png,S28,bike,5,0.156,0.048,0.109,0
S34_age2_Cup_trial005.png,S34,cup,5,0.155,0.047,0.109,0
S99_age5_Chair_trial012.png,S99,chair,8,0.155,0.047,0.108,0
S99_age5_Hat_trial007.png,S99,hat,8,0.155,0.034,0.122,0
S54_age3_House_trial015.png,S54,house,6,0.155,0.071,0.084,0
S90_age5_Bird_trial010.png,S90,bird,8,0.155,0.041,0.114,0
S11_age1_Rabbit_trial006.png,S11,rabbit,4,0.155,0.059,0.095,0
S119_age6_Rabbit_trial008.png,S119,rabbit,9,0.154,0.046,0.108,0
S90_age5_Rabbit_trial007.png,S90,rabbit,8,0.154,0.041,0.112,0
S112_age6_Tree_trial005.png,S112,tree,9,0.154,0.029,0.125,0
S42_age3_Chair_trial007.png,S42,chair,6,0.154,0.037,0.116,0
S5_age1_House_trial013.png,S5,house,4,0.154,0.048,0.106,0
S75_age4_Cup_trial012.png,S75,cup,7,0.154,0.039,0.114,0
S90_age5_House_trial016.png,S90,house,8,0.154,0.063,0.091,0
S86_age5_Bicycle_trial010.png,S86,bike,8,0.154,0.042,0.112,0
S20_age1_Airplane_trial016.png,S20,airplane,4,0.153,0.021,0.132,0
S108_age6_Bicycle_trial016.png,S108,bike,9,0.153,0.05,0.103,0
S53_age3_Tree_trial012.png,S53,tree,6,0.153,0.028,0.125,0
S22_age2_Airplane_trial012.png,S22,airplane,5,0.153,0.035,0.117,0
S66_age4_Watch_trial006.png,S66,watch,7,0.153,0.056,0.098,0
S63_age4_Bicycle_trial012.png,S63,bike,7,0.153,0.042,0.111,0
S108_age6_Cup_trial005.png,S108,cup,9,0.153,0.04,0.112,0
S11_age1_Chair_trial013.png,S11,chair,4,0.153,0.06,0.093,0
S120_age6_Car_trial008.png,S120,car,9,0.153,0.056,0.096,0
S46_age3_House_trial015.png,S46,house,6,0.152,0.043,0.109,0
S4_age1_Chair_trial009.png,S4,chair,4,0.152,0.028,0.124,0
S68_age4_Tree_trial015.png,S68,tree,7,0.152,0.062,0.09,0
S118_age6_Bicycle_trial007.png,S118,bike,9,0.152,0.073,0.079,0
S53_age3_Chair_trial008.png,S53,chair,6,0.152,0.033,0.119,0
S94_age5_House_trial016.png,S94,house,8,0.152,0.093,0.06,0
S65_age4_Bird_trial005.png,S65,bird,7,0.152,0.028,0.124,0
S48_age3_Bicycle_trial010.png,S48,bike,6,0.152,0.034,0.118,0
S92_age5_Hat_trial011.png,S92,hat,8,0.152,0.046,0.106,0
S112_age6_Airplane_trial015.png,S112,airplane,9,0.151,0.036,0.115,0
S21_age2_Hat_trial008.png,S21,hat,5,0.151,0.032,0.119,0
S117_age6_Hat_trial013.png,S117,hat,9,0.151,0.044,0.107,0
S114_age6_House_trial007.png,S114,house,9,0.151,0.066,0.084,0
S11_age1_Watch_trial016.png,S11,watch,4,0.151,0.056,0.096,0
S52_age3_Cup_trial008.png,S52,cup,6,0.15,0.046,0.104,0
S60_age3_Bird_trial014.png,S60,bird,6,0.15,0.033,0.117,0
S10_age1_Airplane_trial013.png,S10,airplane,4,0.15,0.046,0.104,0
S50_age3_Rabbit_trial008.png,S50,rabbit,6,0.15,0.025,0.125,0
S48_age3_Airplane_trial009.png,S48,airplane,6,0.15,0.028,0.122,0
S29_age2_Car_trial007.png,S29,car,5,0.15,0.026,0.124,0
S10_age1_Bird_trial014.png,S10,bird,4,0.15,0.037,0.113,0
S21_age2_Chair_trial006.png,S21,chair,5,0.149,0.056,0.094,0
S17_age1_Rabbit_trial009.png,S17,rabbit,4,0.149,0.053,0.096,0
S88_age5_Chair_trial014.png,S88,chair,8,0.148,0.031,0.117,0
S15_age1_Hat_trial016.png,S15,hat,4,0.148,0.028,0.12,0
S116_age6_Hat_trial009.png,S116,hat,9,0.148,0.033,0.115,0
S22_age2_Car_trial009.png,S22,car,5,0.148,0.034,0.114,0
S70_age4_Chair_trial013.png,S70,chair,7,0.147,0.029,0.118,0
S64_age4_Cat_trial006.png,S64,cat,7,0.147,0.035,0.112,0
S31_age2_Car_trial008.png,S31,car,5,0.147,0.045,0.102,0
S42_age3_Airplane_trial016.png,S42,airplane,6,0.147,0.038,0.109,0
S68_age4_Bird_trial007.png,S68,bird,7,0.147,0.047,0.1,0
S113_age6_Watch_trial005.png,S113,watch,9,0.146,0.033,0.112,0
S22_age2_Bicycle_trial007.png,S22,bike,5,0.146,0.034,0.112,0
S96_age5_Cup_trial010.png,S96,cup,8,0.146,0.048,0.098,0
S61_age4_Bicycle_trial005.png,S61,bike,7,0.146,0.052,0.094,0
S46_age3_Rabbit_trial016.png,S46,rabbit,6,0.146,0.036,0.11,0
S66_age4_Hat_trial016.png,S66,hat,7,0.146,0.053,0.093,0
S106_age6_House_trial013.png,S106,house,9,0.146,0.053,0.093,0
S3_age1_Cat_trial009.png,S3,cat,4,0.146,0.06,0.086,0
S7_age1_Tree_trial015.png,S7,tree,4,0.146,0.044,0.102,0
S50_age3_Airplane_trial005.png,S50,airplane,6,0.146,0.031,0.115,0
S26_age2_Watch_trial015.png,S26,watch,5,0.146,0.022,0.124,0
S30_age2_Watch_trial016.png,S30,watch,5,0.146,0.03,0.115,0
S77_age4_Bicycle_trial014.png,S77,bike,7,0.145,0.038,0.108,0
S74_age4_Chair_trial005.png,S74,chair,7,0.144,0.03,0.115,0
S12_age1_House_trial014.png,S12,house,4,0.144,0.037,0.107,0
S31_age2_Cup_trial011.png,S31,cup,5,0.144,0.03,0.114,0
S114_age6_Cup_trial008.png,S114,cup,9,0.144,0.038,0.106,0
S85_age5_Chair_trial009.png,S85,chair,8,0.144,0.043,0.101,0
S44_age3_Cat_trial014.png,S44,cat,6,0.144,0.051,0.092,0
S28_age2_Tree_trial015.png,S28,tree,5,0.143,0.03,0.113,0
S49_age3_Hat_trial006.png,S49,hat,6,0.143,0.045,0.098,0
S107_age6_Airplane_trial012.png,S107,airplane,9,0.143,0.057,0.086,0
S62_age4_Cat_trial011.png,S62,cat,7,0.143,0.049,0.094,0
S87_age5_Tree_trial009.png,S87,tree,8,0.143,0.032,0.111,0
S107_age6_Bird_trial016.png,S107,bird,9,0.143,0.034,0.109,0
S92_age5_Tree_trial015.png,S92,tree,8,0.142,0.08,0.062,0
S119_age6_Cup_trial006.png,S119,cup,9,0.142,0.05,0.093,0
S44_age3_Chair_trial013.png,S44,chair,6,0.142,0.031,0.111,0
S75_age4_Rabbit_trial016.png,S75,rabbit,7,0.142,0.05,0.092,0
S105_age6_Cat_trial010.png,S105,cat,9,0.142,0.034,0.108,0
S23_age2_Hat_trial014.png,S23,hat,5,0.142,0.035,0.107,0
S64_age4_House_trial008.png,S64,house,7,0.142,0.048,0.094,0
S96_age5_Cat_trial012.png,S96,cat,8,0.142,0.046,0.097,0
S114_age6_Hat_trial016.png,S114,hat,9,0.141,0.054,0.087,0
S33_age2_Car_trial009.png,S33,car,5,0.141,0.033,0.107,0
S27_age2_Rabbit_trial010.png,S27,rabbit,5,0.141,0.034,0.107,0
S55_age3_Watch_trial010.png,S55,watch,6,0.141,0.024,0.117,0
S27_age2_Airplane_trial005.png,S27,airplane,5,0.141,0.034,0.108,0
S54_age3_Bicycle_trial009.png,S54,bike,6,0.141,0.041,0.101,0
S6_age1_Car_trial010.png,S6,car,4,0.14,0.026,0.114,0
S95_age5_Chair_trial012.png,S95,chair,8,0.14,0.075,0.065,0
S90_age5_Bicycle_trial015.png,S90,bike,8,0.14,0.057,0.083,0
S62_age4_Cup_trial012.png,S62,cup,7,0.14,0.044,0.096,0
S35_age2_House_trial011.png,S35,house,5,0.139,0.052,0.087,0
S104_age6_Hat_trial010.png,S104,hat,9,0.139,0.047,0.093,0
S62_age4_Rabbit_trial006.png,S62,rabbit,7,0.139,0.048,0.091,0
S68_age4_Airplane_trial008.png,S68,airplane,7,0.139,0.039,0.1,0
S44_age3_Cup_trial012.png,S44,cup,6,0.139,0.043,0.095,0
S51_age3_Airplane_trial006.png,S51,airplane,6,0.138,0.021,0.117,0
S33_age2_Rabbit_trial010.png,S33,rabbit,5,0.138,0.031,0.107,0
S104_age6_Rabbit_trial012.png,S104,rabbit,9,0.138,0.051,0.086,0
S101_age6_Bicycle_trial016.png,S101,bike,9,0.138,0.033,0.105,0
S118_age6_Car_trial009.png,S118,car,9,0.138,0.052,0.085,0
S111_age6_Bird_trial007.png,S111,bird,9,0.138,0.033,0.105,0
S31_age2_Rabbit_trial014.png,S31,rabbit,5,0.138,0.036,0.102,0
S42_age3_Bicycle_trial009.png,S42,bike,6,0.138,0.039,0.099,0
S52_age3_Cat_trial014.png,S52,cat,6,0.138,0.038,0.1,0
S100_age5_House_trial006.png,S100,house,8,0.137,0.062,0.075,0
S49_age3_Bird_trial008.png,S49,bird,6,0.137,0.035,0.101,0
S70_age4_Cup_trial007.png,S70,cup,7,0.137,0.035,0.102,0
S68_age4_Bicycle_trial009.png,S68,bike,7,0.137,0.048,0.088,0
S91_age5_Bird_trial011.png,S91,bird,8,0.137,0.032,0.106,0
S32_age2_Cup_trial016.png,S32,cup,5,0.137,0.028,0.109,0
S57_age3_Bird_trial012.png,S57,bird,6,0.137,0.038,0.099,0
S116_age6_House_trial015.png,S116,house,9,0.137,0.037,0.1,0
S69_age4_Rabbit_trial010.png,S69,rabbit,7,0.137,0.066,0.07,0
S64_age4_Rabbit_trial007.png,S64,rabbit,7,0.137,0.037,0.101,0
S52_age3_Car_trial006.png,S52,car,6,0.136,0.054,0.082,0
S32_age2_Chair_trial013.png,S32,chair,5,0.136,0.033,0.103,0
S44_age3_Watch_trial006.png,S44,watch,6,0.136,0.037,0.099,0
S41_age3_Bird_trial008.png,S41,bird,6,0.136,0.042,0.094,0
S60_age3_Airplane_trial016.png,S60,airplane,6,0.136,0.043,0.094,0
S34_age2_House_trial006.png,S34,house,5,0.136,0.067,0.07,0
S38_age2_House_trial008.png,S38,house,5,0.136,0.047,0.088,0
S49_age3_Airplane_trial011.png,S49,airplane,6,0.136,0.037,0.099,0
S69_age4_Cat_trial005.png,S69,cat,7,0.136,0.049,0.087,0
S5_age1_Airplane_trial010.png,S5,airplane,4,0.136,0.027,0.11,0
S94_age5_Watch_trial006.png,S94,watch,8,0.136,0.054,0.083,0
S118_age6_Cat_trial005.png,S118,cat,9,0.136,0.04,0.096,0
S96_age5_Bird_trial015.png,S96,bird,8,0.136,0.032,0.104,0
S89_age5_Cup_trial008.png,S89,cup,8,0.136,0.042,0.095,0
S41_age3_Airplane_trial005.png,S41,airplane,6,0.135,0.038,0.097,0
S42_age3_Car_trial006.png,S42,car,6,0.135,0.042,0.094,0
S6_age1_House_trial006.png,S6,house,4,0.135,0.021,0.114,0
S99_age5_Bicycle_trial013.png,S99,bike,8,0.135,0.04,0.095,0
S71_age4_Chair_trial011.png,S71,chair,7,0.134,0.038,0.096,0
S6_age1_Cat_trial011.png,S6,cat,4,0.134,0.029,0.105,0
S65_age4_Bicycle_trial007.png,S65,bike,7,0.134,0.037,0.096,0
S56_age3_Bicycle_trial007.png,S56,bike,6,0.134,0.045,0.089,0
S89_age5_House_trial015.png,S89,house,8,0.134,0.03,0.104,0
S53_age3_Watch_trial016.png,S53,watch,6,0.133,0.037,0.096,0
S87_age5_Chair_trial007.png,S87,chair,8,0.133,0.034,0.098,0
S32_age2_House_trial006.png,S32,house,5,0.133,0.043,0.09,0
S105_age6_Tree_trial013.png,S105,tree,9,0.133,0.036,0.097,0
S113_age6_Airplane_trial014.png,S113,airplane,9,0.133,0.041,0.092,0
S89_age5_Bird_trial012.png,S89,bird,8,0.133,0.037,0.096,0
S102_age6_Cat_trial012.png,S102,cat,9,0.133,0.047,0.086,0
S79_age4_Watch_trial007.png,S79,watch,7,0.133,0.033,0.1,0
S76_age4_Rabbit_trial005.png,S76,rabbit,7,0.133,0.052,0.081,0
S92_age5_Chair_trial009.png,S92,chair,8,0.133,0.067,0.066,0
S1_age1_Cup_trial015.png,S1,cup,4,0.133,0.061,0.071,0
S70_age4_Rabbit_trial006.png,S70,rabbit,7,0.132,0.044,0.088,0
S59_age3_House_trial013.png,S59,house,6,0.132,0.034,0.097,0
S50_age3_Bird_trial013.png,S50,bird,6,0.132,0.03,0.102,0
S54_age3_Chair_trial007.png,S54,chair,6,0.132,0.04,0.092,0
S111_age6_Cup_trial006.png,S111,cup,9,0.132,0.052,0.08,0
S100_age5_Chair_trial009.png,S100,chair,8,0.132,0.036,0.096,0
S88_age5_House_trial010.png,S88,house,8,0.132,0.052,0.08,0
S64_age4_Tree_trial010.png,S64,tree,7,0.131,0.029,0.102,0
S85_age5_Car_trial005.png,S85,car,8,0.131,0.047,0.084,0
S38_age2_Chair_trial007.png,S38,chair,5,0.131,0.046,0.085,0
S35_age2_Rabbit_trial016.png,S35,rabbit,5,0.131,0.034,0.098,0
S45_age3_Car_trial005.png,S45,car,6,0.131,0.071,0.06,0
S63_age4_Cup_trial015.png,S63,cup,7,0.131,0.042,0.089,0
S73_age4_Airplane_trial005.png,S73,airplane,7,0.131,0.054,0.077,0
S14_age1_Chair_trial009.png,S14,chair,4,0.131,0.009,0.121,0
S98_age5_House_trial005.png,S98,house,8,0.13,0.055,0.076,0
S119_age6_Cat_trial011.png,S119,cat,9,0.13,0.048,0.082,0
S72_age4_Tree_trial006.png,S72,tree,7,0.13,0.033,0.097,0
S99_age5_Rabbit_trial011.png,S99,rabbit,8,0.13,0.043,0.087,0
S54_age3_Tree_trial011.png,S54,tree,6,0.13,0.031,0.099,0
S21_age2_Car_trial014.png,S21,car,5,0.13,0.026,0.104,0
S62_age4_Bicycle_trial008.png,S62,bike,7,0.13,0.058,0.072,0
S57_age3_Cup_trial010.png,S57,cup,6,0.13,0.042,0.089,0
S36_age2_Tree_trial006.png,S36,tree,5,0.13,0.033,0.097,0
S53_age3_Car_trial006.png,S53,car,6,0.129,0.037,0.091,0
S97_age5_Airplane_trial013.png,S97,airplane,8,0.129,0.032,0.097,0
S62_age4_House_trial014.png,S62,house,7,0.129,0.06,0.069,0
S35_age2_Car_trial009.png,S35,car,5,0.129,0.041,0.088,0
S75_age4_Airplane_trial010.png,S75,airplane,7,0.129,0.036,0.094,0
S90_age5_Airplane_trial014.png,S90,airplane,8,0.129,0.053,0.076,0
S116_age6_Cup_trial008.png,S116,cup,9,0.129,0.045,0.084,0
S52_age3_Bicycle_trial005.png,S52,bike,6,0.128,0.052,0.076,0
S9_age1_Watch_trial005.png,S9,watch,4,0.128,0.038,0.09,0
S46_age3_Chair_trial012.png,S46,chair,6,0.128,0.048,0.08,0
S82_age5_Chair_trial007.png,S82,chair,8,0.128,0.038,0.09,0
S48_age3_Tree_trial006.png,S48,tree,6,0.127,0.026,0.101,0
S36_age2_Chair_trial013.png,S36,chair,5,0.127,0.034,0.093,0
S80_age4_Chair_trial013.png,S80,chair,7,0.127,0.032,0.096,0
S91_age5_Tree_trial009.png,S91,tree,8,0.127,0.028,0.099,0
S109_age6_Bicycle_trial016.png,S109,bike,9,0.127,0.066,0.061,0
S117_age6_Cup_trial006.png,S117,cup,9,0.127,0.042,0.085,0
S38_age2_Cat_trial006.png,S38,cat,5,0.127,0.047,0.08,0
S61_age4_House_trial008.png,S61,house,7,0.127,0.065,0.061,0
S29_age2_Cat_trial008.png,S29,cat,5,0.127,0.025,0.102,0
S54_age3_Airplane_trial008.png,S54,airplane,6,0.127,0.032,0.095,0
S38_age2_Cup_trial010.png,S38,cup,5,0.127,0.036,0.091,0
S85_age5_Tree_trial011.png,S85,tree,8,0.127,0.027,0.099,0
S97_age5_Bird_trial007.png,S97,bird,8,0.126,0.03,0.096,0
S73_age4_Watch_trial006.png,S73,watch,7,0.126,0.035,0.091,0
S98_age5_Rabbit_trial007.png,S98,rabbit,8,0.126,0.038,0.087,0
S109_age6_Tree_trial009.png,S109,tree,9,0.126,0.018,0.109,0
S75_age4_Bird_trial005.png,S75,bird,7,0.126,0.037,0.089,0
S119_age6_Watch_trial015.png,S119,watch,9,0.126,0.056,0.07,0
S96_age5_Car_trial013.png,S96,car,8,0.126,0.04,0.085,0
S110_age6_Bicycle_trial006.png,S110,bike,9,0.126,0.075,0.052,0
S11_age1_Bicycle_trial009.png,S11,bike,4,0.126,0.074,0.053,0
S8_age1_Airplane_trial015.png,S8,airplane,4,0.126,0.02,0.105,0
S65_age4_Car_trial013.png,S65,car,7,0.126,0.038,0.088,0
S101_age6_Bird_trial012.png,S101,bird,9,0.126,0.034,0.092,0
S95_age5_Cat_trial011.png,S95,cat,8,0.126,0.055,0.07,0
S35_age2_Bicycle_trial008.png,S35,bike,5,0.126,0.035,0.091,0
S106_age6_Rabbit_trial014.png,S106,rabbit,9,0.125,0.055,0.071,0
S85_age5_House_trial016.png,S85,house,8,0.125,0.042,0.083,0
S92_age5_Cat_trial014.png,S92,cat,8,0.125,0.05,0.076,0
S46_age3_Hat_trial014.png,S46,hat,6,0.125,0.029,0.096,0
S2_age1_Bird_trial014.png,S2,bird,4,0.125,0.024,0.101,0
S43_age3_Bicycle_trial007.png,S43,bike,6,0.125,0.058,0.067,0
S105_age6_Bicycle_trial006.png,S105,bike,9,0.125,0.038,0.087,0
S106_age6_Chair_trial007.png,S106,chair,9,0.125,0.044,0.081,0
S99_age5_Car_trial016.png,S99,car,8,0.125,0.034,0.091,0
S68_age4_Chair_trial012.png,S68,chair,7,0.124,0.04,0.083,0
S30_age2_Cat_trial009.png,S30,cat,5,0.124,0.042,0.082,0
S58_age3_Rabbit_trial007.png,S58,rabbit,6,0.124,0.043,0.082,0
S96_age5_Airplane_trial009.png,S96,airplane,8,0.124,0.03,0.093,0
S85_age5_Bicycle_trial006.png,S85,bike,8,0.124,0.046,0.078,0
S61_age4_Chair_trial015.png,S61,chair,7,0.124,0.035,0.088,0
S117_age6_Cat_trial009.png,S117,cat,9,0.123,0.042,0.08,0
S65_age4_House_trial009.png,S65,house,7,0.123,0.031,0.092,0
S43_age3_Tree_trial012.png,S43,tree,6,0.123,0.035,0.088,0
S109_age6_Chair_trial010.png,S109,chair,9,0.123,0.043,0.08,0
S106_age6_Hat_trial011.png,S106,hat,9,0.123,0.035,0.088,0
S31_age2_Airplane_trial005.png,S31,airplane,5,0.123,0.045,0.078,0
S75_age4_Hat_trial013.png,S75,hat,7,0.123,0.049,0.074,0
S23_age2_Tree_trial009.png,S23,tree,5,0.123,0.027,0.096,0
S58_age3_Chair_trial008.png,S58,chair,6,0.123,0.035,0.088,0
S104_age6_Bird_trial015.png,S104,bird,9,0.122,0.044,0.078,0
S35_age2_Tree_trial015.png,S35,tree,5,0.122,0.028,0.094,0
S81_age5_Bird_trial007.png,S81,bird,8,0.122,0.032,0.09,0
S82_age5_Cup_trial016.png,S82,cup,8,0.122,0.04,0.082,0
S40_age2_Cat_trial009.png,S40,cat,5,0.122,0.035,0.086,0
S106_age6_Cup_trial010.png,S106,cup,9,0.122,0.044,0.078,0
